STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,Cluster
ANDHRA PRADESH,CUDDAPAH,2001,80,53,1,20,0,20,25,20,5,1,0,4,98,173,36,137,164,12,37,2,23,795,17,126,38,57,0,233,1181,3140,0
ANDHRA PRADESH,GUNTAKAL RLY.,2001,3,1,0,0,0,0,0,0,0,5,0,2,0,162,0,162,1,0,0,3,0,1,0,1,0,0,0,4,104,287,0
ANDHRA PRADESH,KRISHNA,2001,65,51,0,37,0,37,36,21,15,3,0,15,163,478,27,451,70,24,104,1,62,1985,10,208,72,265,0,268,862,4779,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,6,0,0,0,0,0,0,0,0,0,0,10,2,296,0,296,1,2,4,25,0,17,1,0,1,0,0,6,68,439,0
ANDHRA PRADESH,SRIKAKULAM,2001,38,10,4,8,0,8,12,12,0,1,0,4,118,231,1,230,70,18,53,0,34,679,6,38,47,108,0,167,926,2572,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,2,1,0,1,0,1,0,0,0,0,0,1,0,265,0,265,1,2,3,6,0,9,0,1,1,0,0,2,25,320,0
ANDHRA PRADESH,VISAKHA RURAL,2001,58,29,0,12,0,12,12,12,0,4,0,3,76,165,0,165,138,19,39,3,31,1476,3,67,48,99,0,216,685,3183,0
ANDHRA PRADESH,VISAKHAPATNAM,2001,22,10,1,13,0,13,13,6,7,1,0,5,323,630,172,458,9,37,192,3,15,325,0,33,462,204,0,196,928,3422,0
ANDHRA PRADESH,VIZIANAGARAM,2001,33,14,1,8,0,8,8,2,6,0,0,2,99,144,0,144,36,11,41,2,12,529,0,40,22,121,0,175,880,2178,0
ARUNACHAL PRADESH,CHANGLANG,2001,11,2,0,1,0,1,3,2,1,3,2,4,18,24,0,24,0,4,3,0,1,30,0,3,0,0,0,0,54,163,0
ARUNACHAL PRADESH,DIBANG VALLEY,2001,3,5,0,2,0,2,4,4,0,2,0,5,18,19,1,18,0,3,0,0,0,27,0,4,0,2,0,0,45,139,0
ARUNACHAL PRADESH,KAMENG EAST,2001,3,1,0,2,0,2,7,5,2,1,0,6,8,26,0,26,0,1,1,0,1,36,0,5,0,0,0,0,28,126,0
ARUNACHAL PRADESH,KAMENG WEST,2001,4,2,0,0,0,0,2,2,0,1,0,0,6,26,0,26,0,1,4,0,0,27,0,0,0,0,0,0,30,103,0
ARUNACHAL PRADESH,LOHIT,2001,16,6,1,2,0,2,6,6,0,2,0,8,20,31,0,31,3,5,2,0,2,40,0,8,0,0,0,0,38,190,0
ARUNACHAL PRADESH,PAPUM PARE,2001,11,8,0,9,0,9,15,5,10,4,0,29,59,109,29,80,9,12,8,2,1,84,0,6,0,3,0,0,129,498,0
ARUNACHAL PRADESH,SIANG EAST,2001,7,0,0,5,0,5,11,7,4,4,0,8,25,52,4,48,1,4,4,0,1,58,0,7,0,2,0,0,54,243,0
ARUNACHAL PRADESH,SIANG UPPER,2001,1,1,0,2,0,2,5,5,0,0,0,0,5,9,0,9,1,1,0,0,2,15,0,3,0,0,0,0,11,56,0
ARUNACHAL PRADESH,SIANG WEST,2001,5,14,0,4,0,4,17,10,7,1,0,10,34,72,1,71,2,5,5,0,3,71,0,25,2,2,0,0,89,361,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,8,10,1,2,0,2,6,5,1,1,0,7,17,25,0,25,5,3,2,0,2,11,0,4,0,0,0,0,44,148,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,4,0,0,2,0,2,1,1,0,3,0,5,17,20,0,20,2,2,0,0,0,34,0,8,0,2,0,0,40,140,0
ARUNACHAL PRADESH,TAWANG,2001,2,0,0,1,0,1,0,0,0,0,0,0,3,13,1,12,0,0,1,0,0,3,0,5,1,0,0,0,19,48,0
ARUNACHAL PRADESH,TIRAP,2001,8,4,1,1,0,1,6,3,3,0,0,2,18,17,0,17,1,0,0,2,0,30,0,0,0,0,0,0,37,127,0
ASSAM,BONGAIGAON,2001,45,22,0,20,0,20,36,21,15,13,0,25,87,92,0,92,87,4,13,0,12,67,1,22,0,26,0,50,188,810,0
ASSAM,C.I.D.,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,8,0
ASSAM,DHEMAJI,2001,15,16,0,42,0,42,31,20,11,2,0,12,26,79,0,79,13,7,15,3,16,203,0,26,0,0,0,20,126,652,0
ASSAM,G.R.P.,2001,13,1,0,1,0,1,3,0,3,8,0,16,11,135,0,135,9,1,0,0,0,35,0,0,0,0,0,0,110,343,0
ASSAM,GOALPARA,2001,28,12,0,35,0,35,43,35,8,37,0,13,61,116,1,115,129,8,16,2,4,51,1,54,0,64,0,99,100,873,0
ASSAM,GOLAGHAT,2001,53,2,0,30,0,30,44,40,4,13,1,27,95,211,27,184,26,3,20,0,21,135,0,23,0,26,0,73,363,1166,0
ASSAM,HAILAKANDI,2001,18,4,0,24,0,24,36,34,2,6,0,8,93,92,1,91,160,6,14,0,19,60,2,27,0,28,0,26,197,820,0
ASSAM,JORHAT,2001,40,22,2,42,0,42,37,28,9,6,0,27,43,230,27,203,30,21,23,5,13,134,2,44,0,48,0,58,363,1190,0
ASSAM,KARBI ANGLONG,2001,65,26,3,5,0,5,38,15,23,12,0,33,13,79,3,76,90,3,11,1,24,66,4,5,0,8,0,35,200,721,0
ASSAM,KARIMGANJ,2001,32,20,0,33,0,33,42,8,34,8,0,5,57,114,9,105,271,9,8,2,17,68,1,9,0,30,0,20,97,843,0
ASSAM,KOKRAJHAR,2001,87,27,1,14,0,14,41,12,29,14,0,10,42,89,0,89,50,3,10,2,6,156,0,37,0,20,0,50,117,776,0
ASSAM,MORIGAON,2001,20,9,0,23,0,23,39,37,2,15,0,10,84,66,3,63,79,4,7,1,5,31,0,6,0,28,0,45,259,731,0
ASSAM,N.C.HILLS,2001,17,8,1,2,0,2,8,4,4,4,0,5,17,30,3,27,4,8,3,0,3,22,0,2,0,7,0,16,30,187,0
ASSAM,R.P.O.,2001,11,0,0,3,0,3,2,0,2,13,0,2,1,29,0,29,13,0,1,0,0,0,0,0,0,0,0,0,26,101,0
BIHAR,ARWAL,2001,37,64,1,0,0,0,13,0,13,5,0,8,20,24,0,24,76,9,7,0,14,209,7,11,0,14,0,21,51,591,0
BIHAR,AURANGABAD,2001,74,46,0,16,0,16,24,4,20,19,1,28,137,103,8,95,155,13,28,2,3,25,33,13,2,19,0,82,867,1690,0
BIHAR,BAGAHA,2001,34,67,12,25,0,25,56,6,50,1,0,9,7,115,0,115,67,1,15,0,6,343,0,4,0,2,0,2,146,912,0
BIHAR,BHABHUA,2001,41,25,3,10,0,10,43,12,31,34,1,26,96,184,1,183,186,8,23,0,21,92,8,7,0,22,0,52,486,1368,0
BIHAR,BUXAR,2001,56,38,0,8,0,8,34,1,33,49,0,34,76,179,5,174,189,0,57,0,18,39,15,0,0,0,0,82,800,1674,0
BIHAR,DARBHANGA,2001,53,64,4,19,0,19,39,16,23,29,0,37,65,103,8,95,142,39,31,38,17,0,37,40,0,34,0,66,1715,2572,0
BIHAR,JAMALPUR RLY.,2001,7,0,0,1,0,1,4,0,4,9,2,13,1,117,4,113,0,0,3,0,0,0,0,1,0,1,0,4,62,225,0
BIHAR,JAMUI,2001,67,74,3,10,0,10,14,1,13,22,1,14,40,81,1,80,134,10,7,1,1,225,16,8,0,15,0,14,289,1046,0
BIHAR,JEHANABAD,2001,73,80,2,6,0,6,35,5,30,15,2,22,53,121,10,111,170,0,51,0,0,0,25,0,0,4,0,0,694,1353,0
BIHAR,KATIHAR RLY.,2001,7,0,0,0,0,0,3,1,2,18,1,19,12,221,10,211,9,0,9,0,0,0,0,2,0,0,0,0,116,417,0
BIHAR,KHAGARIA,2001,72,27,2,5,0,5,34,6,28,6,3,29,17,86,7,79,167,4,6,0,1,5,11,6,0,2,0,59,353,895,0
BIHAR,KISHANGANJ,2001,25,15,1,22,0,22,23,16,7,19,0,10,34,57,10,47,116,15,5,0,8,4,4,2,1,39,0,16,481,897,0
BIHAR,LAKHISARAI,2001,61,44,5,10,0,10,30,7,23,9,0,13,25,79,3,76,93,5,6,0,4,9,6,12,0,5,0,33,305,754,0
BIHAR,MADHEPURA,2001,56,23,7,11,0,11,49,15,34,17,1,31,13,69,16,53,157,11,17,1,8,4,6,3,0,10,0,18,550,1062,0
BIHAR,MADHUBANI,2001,35,65,5,13,0,13,36,11,25,24,0,17,86,98,0,98,195,11,9,0,4,615,12,41,0,18,0,110,1503,2897,0
BIHAR,MUNGER,2001,51,108,0,11,0,11,45,15,30,6,0,29,57,157,17,140,218,0,29,0,12,173,8,0,0,39,0,28,787,1758,0
BIHAR,MUZAFFARPUR RLY.,2001,13,3,0,2,0,2,5,1,4,4,0,15,8,313,24,289,13,2,20,0,1,53,0,4,0,1,0,0,81,538,0
BIHAR,NAUGACHIA,2001,36,65,0,7,0,7,29,9,20,15,3,18,7,32,0,32,56,5,11,0,1,52,4,0,0,5,0,31,193,570,0
BIHAR,NAWADAH,2001,77,54,5,15,0,15,42,1,41,16,2,31,37,66,2,64,183,9,30,0,12,282,17,7,0,13,1,61,555,1515,0
BIHAR,PATNA RLY.,2001,24,21,0,1,0,1,3,1,2,18,15,21,4,811,19,792,11,1,11,0,0,0,0,9,0,0,0,3,174,1127,0
BIHAR,SAHARSA,2001,36,151,3,12,0,12,27,10,17,3,0,15,24,56,6,50,156,22,25,0,6,229,7,9,0,12,0,29,244,1066,0
BIHAR,SHEIKHPURA,2001,28,1,1,3,0,3,16,1,15,16,0,12,15,89,0,89,136,4,10,0,3,6,9,0,0,32,0,15,408,804,0
BIHAR,SHEOHAR,2001,18,0,1,11,0,11,13,7,6,7,0,8,5,16,0,16,38,0,1,0,0,0,3,0,0,2,0,0,305,428,0
BIHAR,SITAMARHI,2001,51,5,3,23,0,23,34,20,14,24,0,15,47,132,2,130,218,10,41,7,7,29,13,1,0,21,0,5,1111,1797,0
BIHAR,SUPAUL,2001,41,61,4,30,0,30,26,2,24,31,1,40,49,129,9,120,170,9,8,0,0,0,7,8,0,18,0,0,1040,1672,0
CHHATTISGARH,BALRAMPUR,2001,13,2,0,17,0,17,1,1,0,17,1,11,26,21,0,21,15,0,6,0,2,30,1,18,0,7,0,7,40,235,0
CHHATTISGARH,BIZAPUR,2001,9,13,0,4,0,4,0,0,0,2,0,6,9,3,3,0,1,0,0,0,6,11,0,1,0,0,0,2,19,86,0
CHHATTISGARH,DANTEWARA,2001,83,37,0,19,0,19,11,8,3,7,0,5,59,64,5,59,14,1,5,0,5,116,1,18,1,3,0,31,259,739,0
CHHATTISGARH,DHAMTARI,2001,14,6,0,22,0,22,4,4,0,2,0,0,125,110,11,99,22,3,12,0,1,127,1,41,5,6,0,45,450,996,0
CHHATTISGARH,GRP RAIPUR,2001,2,1,0,0,0,0,0,0,0,2,0,9,8,197,5,192,4,0,2,0,0,8,0,4,0,1,0,0,77,315,0
CHHATTISGARH,JAGDALPUR,2001,80,35,4,59,0,59,6,4,2,2,0,23,146,172,18,154,35,9,11,2,12,216,3,49,2,14,0,0,932,1812,0
CHHATTISGARH,JANJGIR,2001,48,29,0,29,0,29,9,6,3,2,1,25,193,237,25,212,105,4,23,0,23,556,9,110,13,116,0,56,471,2059,0
CHHATTISGARH,JASHPUR,2001,37,16,6,36,0,36,2,2,0,5,2,17,88,54,8,46,13,17,7,1,8,98,2,41,1,4,0,24,240,719,0
CHHATTISGARH,KANKER,2001,31,17,1,42,0,42,4,4,0,3,1,5,67,53,11,42,23,2,9,0,3,76,1,36,3,10,0,26,347,760,0
CHHATTISGARH,KAWARDHA,2001,19,12,2,35,0,35,1,0,1,1,1,2,69,43,4,39,10,2,4,0,4,167,1,45,4,15,0,12,236,685,0
CHHATTISGARH,KORBA,2001,33,13,1,46,0,46,13,13,0,0,0,8,221,305,72,233,67,6,47,0,7,515,1,90,7,31,0,67,634,2112,0
CHHATTISGARH,KORIYA,2001,35,25,4,34,0,34,7,7,0,3,2,6,228,153,7,146,21,3,9,0,7,163,3,102,2,31,0,42,764,1644,0
CHHATTISGARH,MAHASAMUND,2001,18,20,5,43,0,43,7,7,0,2,0,6,108,146,21,125,30,8,27,0,10,174,6,69,6,21,0,63,416,1185,0
CHHATTISGARH,RAIGARH,2001,50,24,0,53,0,53,6,6,0,2,3,13,212,173,27,146,34,39,17,0,4,277,2,104,5,22,0,39,571,1650,0
CHHATTISGARH,RAJNANDGAON,2001,36,27,0,58,0,58,4,3,1,3,1,15,289,231,38,193,50,10,14,0,11,142,3,92,12,51,0,0,1601,2650,0
GOA,NORTH GOA,2001,22,16,4,4,0,4,4,1,3,5,0,10,189,291,80,211,33,25,29,0,10,93,2,12,2,6,0,110,404,1271,0
GOA,SOUTH GOA,2001,14,14,1,8,0,8,5,5,0,2,0,15,170,285,88,197,31,14,33,2,6,81,0,5,5,5,0,81,293,1070,0
GUJARAT,AHMEDABAD RURAL,2001,26,17,1,5,0,5,27,27,0,15,1,25,122,225,30,195,50,20,9,0,24,482,0,26,0,84,0,190,797,2146,0
GUJARAT,AHWA-DANG,2001,6,0,0,1,0,1,2,1,1,0,0,1,6,8,1,7,10,3,4,0,2,32,0,2,0,2,0,14,54,147,0
GUJARAT,AMRELI,2001,41,11,0,2,0,2,39,34,5,4,0,25,127,199,33,166,52,15,21,5,17,363,2,21,0,94,0,73,1080,2191,0
GUJARAT,ANAND,2001,28,16,0,3,0,3,30,28,2,10,0,14,195,427,87,340,63,113,76,0,22,596,0,27,3,210,0,150,1896,3879,0
GUJARAT,BHARUCH,2001,37,14,0,4,0,4,39,34,5,13,0,17,150,388,93,295,44,70,71,1,22,385,0,19,0,56,0,180,1542,3052,0
GUJARAT,DAHOD,2001,36,8,0,5,0,5,15,15,0,22,0,44,76,120,41,79,49,26,0,0,31,394,0,17,0,11,0,0,863,1717,0
GUJARAT,GANDHINAGAR,2001,25,11,0,4,0,4,15,12,3,14,0,22,182,585,167,418,64,37,38,1,5,430,3,37,7,116,0,3,1879,3478,0
GUJARAT,HIMATNAGAR,2001,55,9,3,17,0,17,31,29,2,23,0,29,204,191,50,141,65,58,52,1,25,357,4,51,0,165,0,203,2470,4013,0
GUJARAT,JAMNAGAR,2001,48,27,2,20,0,20,27,22,5,2,0,20,204,530,172,358,34,46,25,2,13,418,2,18,2,163,0,0,2254,3857,0
GUJARAT,JUNAGADH,2001,56,37,0,14,0,14,46,39,7,4,0,52,252,547,131,416,88,97,122,1,14,541,11,44,8,384,0,162,2706,5186,0
GUJARAT,KHEDA NORTH,2001,42,5,0,11,0,11,30,30,0,9,0,19,159,358,72,286,63,54,63,1,21,472,0,43,0,122,0,184,2195,3851,0
GUJARAT,KUTCH,2001,34,29,18,2,0,2,24,22,2,8,0,11,133,307,107,200,55,19,40,1,11,467,2,25,1,176,0,229,1763,3355,0
GUJARAT,MEHSANA,2001,28,17,0,4,0,4,58,49,9,23,5,45,195,557,87,470,98,47,90,0,15,1206,5,47,1,188,0,152,2394,5175,0
GUJARAT,NARMADA,2001,16,3,0,8,0,8,9,8,1,1,0,0,14,46,9,37,9,3,15,0,11,96,0,7,1,9,0,42,246,536,0
GUJARAT,NAVSARI,2001,26,6,0,2,0,2,6,5,1,7,1,13,98,120,37,83,22,43,19,1,6,144,0,6,0,17,0,0,867,1404,0
GUJARAT,PALANPUR,2001,52,45,0,18,0,18,41,35,6,13,0,47,212,420,64,356,94,54,55,4,21,1370,2,50,2,152,0,133,1102,3887,0
GUJARAT,PANCHMAHAL,2001,56,13,0,5,0,5,46,46,0,21,0,19,147,313,65,248,50,53,34,2,57,530,0,1,23,43,0,0,1122,2535,0
GUJARAT,PATAN,2001,24,18,0,3,0,3,21,21,0,8,0,19,76,220,26,194,78,52,29,0,12,422,0,23,0,78,0,81,1283,2447,0
GUJARAT,PORBANDAR,2001,15,9,0,6,0,6,5,5,0,0,0,3,44,116,37,79,8,38,15,0,5,136,0,10,0,64,0,37,704,1215,0
GUJARAT,RAJKOT COMMR.,2001,29,33,1,5,0,5,46,38,8,5,0,31,306,1245,530,715,110,56,71,1,9,628,3,19,12,199,0,82,1883,4774,0
GUJARAT,RAJKOT RURAL,2001,30,36,3,20,0,20,40,35,5,9,0,23,198,378,65,313,58,172,44,3,21,616,2,45,3,206,0,197,2298,4402,0
GUJARAT,SURAT RURAL,2001,62,8,0,26,0,26,23,16,7,12,2,28,100,219,66,153,30,36,33,1,9,315,0,11,0,34,0,316,501,1766,0
GUJARAT,SURENDRANAGAR,2001,38,17,0,11,0,11,29,24,5,7,1,13,103,204,36,168,73,45,32,1,9,522,2,45,3,75,0,0,1883,3113,0
GUJARAT,VADODARA COMMR.,2001,34,14,0,3,0,3,35,32,3,4,0,39,244,997,449,548,151,104,182,3,7,365,0,11,10,90,0,153,2601,5047,0
GUJARAT,VADODARA RURAL,2001,71,13,1,18,0,18,38,34,4,15,0,21,67,210,24,186,34,67,56,0,10,354,0,34,0,81,0,170,1877,3137,0
GUJARAT,VALSAD,2001,44,8,3,9,0,9,16,11,5,22,0,25,246,432,135,297,40,50,37,2,12,301,0,10,0,50,0,0,1802,3109,0
GUJARAT,W.RLY,2001,15,8,0,1,0,1,0,0,0,7,0,87,31,901,2,899,7,10,10,2,1,54,0,7,0,7,0,6,267,1421,0
HARYANA,AMBALA,2001,26,23,2,11,0,11,38,32,6,2,5,18,316,365,154,211,5,13,76,0,11,280,11,27,0,132,0,0,985,2346,0
HARYANA,BHIWANI,2001,40,20,8,10,0,10,9,7,2,0,10,19,132,190,120,70,109,26,54,1,16,267,33,17,0,43,0,2,849,1855,0
HARYANA,FATEHABAD,2001,18,23,2,17,0,17,20,13,7,3,5,11,96,141,61,80,11,1,52,2,6,210,17,17,0,93,0,1,468,1214,0
HARYANA,GRP,2001,24,3,0,0,0,0,2,2,0,0,0,5,1,169,35,134,9,1,3,2,0,11,5,1,26,0,0,7,346,615,0
HARYANA,HISSAR,2001,45,53,7,10,0,10,26,18,8,2,11,27,244,438,258,180,28,23,159,2,8,392,24,33,0,117,0,4,1177,2830,0
HARYANA,JHAJJAR,2001,48,28,2,21,0,21,14,8,6,2,0,25,98,183,66,117,68,21,50,1,0,193,20,42,13,122,0,84,466,1501,0
HARYANA,JIND,2001,37,21,6,21,0,21,12,8,4,2,28,28,151,148,66,82,71,66,51,3,2,160,11,22,29,67,0,4,512,1452,0
HARYANA,KAITHAL,2001,33,15,8,16,0,16,9,8,1,3,4,9,103,144,66,78,0,60,16,1,28,216,9,19,0,105,0,1,396,1195,0
HARYANA,KARNAL,2001,42,24,7,44,0,44,31,10,21,8,3,16,208,468,194,274,47,20,59,2,11,726,18,28,2,97,0,187,335,2383,0
HARYANA,KURUKSHETRA,2001,20,8,4,31,0,31,14,14,0,5,4,13,132,343,131,212,0,20,130,1,4,172,10,28,8,68,0,0,738,1753,0
HARYANA,MAHENDRAGARH,2001,26,10,0,11,0,11,13,8,5,1,0,1,59,116,32,84,47,34,9,1,21,157,8,19,0,23,0,2,611,1169,0
HARYANA,PANCHKULA,2001,12,7,1,6,0,6,18,15,3,1,0,5,118,226,95,131,1,22,19,2,2,21,4,23,10,43,0,73,440,1054,0
HARYANA,PANIPAT,2001,43,26,3,38,0,38,19,10,9,20,8,47,182,415,243,172,35,20,53,1,7,144,11,16,11,92,0,191,513,1895,0
HARYANA,REWARI,2001,21,13,4,11,0,11,13,11,2,0,2,7,86,155,72,83,39,10,19,0,23,130,12,17,0,14,0,0,638,1214,0
HARYANA,ROHTAK,2001,57,29,1,28,0,28,13,6,7,5,4,29,229,365,203,162,37,18,58,4,10,187,17,26,20,41,0,144,534,1856,0
HARYANA,SIRSA,2001,37,33,5,17,0,17,18,7,11,2,1,5,194,240,108,132,24,14,43,1,6,349,12,23,0,98,0,1,645,1768,0
HARYANA,SONIPAT,2001,73,49,4,15,0,15,26,12,14,5,7,28,130,347,165,182,6,10,43,3,8,346,18,22,14,51,0,132,607,1944,0
HARYANA,YAMUNANAGAR,2001,42,14,2,22,0,22,26,23,3,5,9,9,100,202,74,128,2,5,32,2,6,235,9,30,5,63,0,0,585,1405,0
HIMACHAL PRADESH,BILASPUR,2001,8,10,0,5,0,5,10,9,1,2,0,3,50,49,13,36,76,11,12,0,20,74,1,35,1,47,0,35,625,1074,0
HIMACHAL PRADESH,CHAMBA,2001,13,3,0,12,0,12,17,15,2,0,0,1,92,29,4,25,6,5,8,0,8,63,0,23,1,21,0,40,213,555,0
HIMACHAL PRADESH,G.R.P.,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0
HIMACHAL PRADESH,HAMIRPUR,2001,2,5,1,3,0,3,3,3,0,0,0,1,29,17,1,16,26,5,11,0,7,178,1,17,2,33,0,44,362,747,0
HIMACHAL PRADESH,KANGRA,2001,24,16,3,18,0,18,30,21,9,1,0,4,146,108,26,82,125,1,29,1,26,280,1,43,0,58,0,2,1119,2035,0
HIMACHAL PRADESH,KINNAUR,2001,5,0,0,6,0,6,3,3,0,0,0,0,24,2,0,2,4,2,0,0,1,4,0,4,0,2,0,26,64,147,0
HIMACHAL PRADESH,KULLU,2001,13,1,0,13,0,13,7,6,1,0,0,1,50,17,5,12,27,3,7,1,6,36,0,12,0,2,0,36,398,630,0
HIMACHAL PRADESH,LAHAUL-SPITI,2001,1,0,0,2,0,2,1,1,0,0,0,1,5,1,0,1,2,0,1,0,1,1,0,0,0,1,0,9,24,50,0
HIMACHAL PRADESH,MANDI,2001,18,8,0,16,0,16,11,10,1,0,0,3,107,64,18,46,83,6,22,0,34,218,0,59,4,56,0,75,963,1747,0
HIMACHAL PRADESH,SHIMLA,2001,14,13,2,18,0,18,13,11,2,0,0,7,170,188,42,146,122,13,31,0,13,89,2,50,1,31,0,60,1127,1964,0
HIMACHAL PRADESH,SIRMAUR,2001,3,5,0,10,0,10,13,11,2,0,0,4,37,27,8,19,56,2,12,0,4,60,3,33,4,22,0,47,361,703,0
HIMACHAL PRADESH,SOLAN,2001,11,8,4,12,0,12,13,10,3,0,0,1,77,59,16,43,62,17,7,0,9,279,2,23,1,24,0,45,476,1130,0
HIMACHAL PRADESH,UNA,2001,6,6,1,9,0,9,5,5,0,1,0,2,57,38,9,29,38,4,6,0,5,121,0,11,0,20,0,64,319,713,0
JAMMU & KASHMIR,ANANTNAG,2001,74,41,0,6,0,6,59,36,23,5,0,16,126,83,15,68,67,5,28,0,51,20,0,53,12,0,0,23,435,1104,0
JAMMU & KASHMIR,AWANTIPORA,2001,25,3,0,1,0,1,14,13,1,0,0,4,21,19,1,18,10,0,1,1,9,2,0,8,2,0,0,0,196,316,0
JAMMU & KASHMIR,BORDER,2001,6,42,0,12,0,12,10,10,0,0,0,0,24,19,2,17,15,6,16,0,2,14,0,15,5,3,0,39,480,708,0
JAMMU & KASHMIR,BUDGAM,2001,78,103,6,7,0,7,40,34,6,0,0,2,65,94,5,89,88,3,6,0,13,0,0,35,9,0,0,22,241,812,0
JAMMU & KASHMIR,CRIME JAMMU,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27,0
JAMMU & KASHMIR,CRIME SRINAGAR,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,0,0,0,0,0,0,0,0,0,0,69,0
JAMMU & KASHMIR,DODA,2001,104,147,0,7,0,7,15,15,0,2,0,6,19,18,0,18,17,6,4,0,40,13,0,6,2,1,0,18,202,627,0
JAMMU & KASHMIR,GANDERBAL,2001,24,8,2,5,0,5,33,31,2,1,0,0,28,44,7,37,50,0,3,1,13,6,0,30,4,0,0,11,132,395,0
JAMMU & KASHMIR,JAMMU,2001,27,82,6,13,0,13,43,43,0,0,0,4,238,479,210,269,103,10,62,5,13,58,5,40,94,26,0,112,2187,3607,0
JAMMU & KASHMIR,KARGIL,2001,0,0,0,0,0,0,2,1,1,0,0,0,2,6,3,3,5,0,0,0,3,1,0,1,0,0,0,0,62,82,0
JAMMU & KASHMIR,KATHUA,2001,16,28,1,13,0,13,11,10,1,1,0,2,50,37,4,33,43,0,8,0,15,28,3,14,4,1,0,65,477,817,0
JAMMU & KASHMIR,KULGAM,2001,39,16,2,6,0,6,35,31,4,1,0,17,36,43,5,38,77,5,6,0,34,9,0,7,11,0,0,19,272,635,0
JAMMU & KASHMIR,LEH,2001,3,1,0,0,0,0,1,1,0,0,0,0,7,6,0,6,5,3,3,0,0,0,0,1,0,0,0,0,107,137,0
JAMMU & KASHMIR,POONCH,2001,100,189,0,13,0,13,16,10,6,1,0,0,13,67,0,67,30,3,6,0,40,27,0,4,6,2,0,8,241,766,0
JAMMU & KASHMIR,PULWAMA,2001,46,90,0,7,0,7,37,33,4,1,0,27,66,144,16,128,127,3,10,1,23,9,0,19,12,0,0,0,261,883,0
JAMMU & KASHMIR,RAILWAYS,2001,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0
JAMMU & KASHMIR,RAJOURI,2001,76,97,1,17,0,17,20,20,0,2,0,4,28,21,0,21,3,4,14,0,18,34,3,7,6,6,0,2,602,965,0
JAMMU & KASHMIR,RAMBAN,2001,51,50,1,3,0,3,7,3,4,1,0,1,11,12,1,11,2,5,3,0,19,19,0,3,2,0,0,1,346,537,0
JAMMU & KASHMIR,REASI,2001,36,75,3,7,0,7,11,9,2,1,0,0,8,22,0,22,6,7,2,0,12,3,0,5,4,0,0,0,187,389,0
JAMMU & KASHMIR,UDHAMPUR,2001,21,28,1,10,0,10,15,14,1,0,0,2,70,117,11,106,46,4,8,0,6,21,2,12,11,9,0,3,624,1010,0
JHARKHAND,CHAIBASA,2001,109,34,10,32,0,32,17,10,7,7,2,9,38,99,42,57,22,8,22,0,5,35,0,6,0,0,0,0,214,669,0
JHARKHAND,CHATRA,2001,40,10,0,6,0,6,10,3,7,23,0,15,30,80,8,72,90,0,13,0,1,0,7,0,0,6,0,0,417,748,0
JHARKHAND,DEOGHAR,2001,47,82,4,22,0,22,7,0,7,13,2,15,66,129,29,100,118,8,14,0,11,259,10,13,1,10,0,0,275,1106,0
JHARKHAND,DHANBAD RLY.,2001,11,0,0,2,0,2,4,0,4,12,0,13,9,209,2,207,4,0,8,0,0,0,0,0,0,0,0,0,88,360,0
JHARKHAND,DUMKA,2001,63,32,4,27,0,27,24,0,24,11,2,8,48,66,36,30,75,14,8,0,16,263,3,20,0,23,0,18,291,1016,0
JHARKHAND,GARHWA,2001,32,6,6,11,0,11,5,2,3,19,0,17,32,54,15,39,113,2,15,0,12,125,15,0,0,5,0,0,319,788,0
JHARKHAND,GIRIDIH,2001,63,65,6,42,0,42,15,10,5,56,0,27,116,111,56,55,173,18,49,0,21,38,30,13,0,57,0,65,953,1918,0
